% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.108	1	7	11	9	29	28	549	0	0	1
0.109	1	3	11	10	96	28	549	0	0	0
0.109	1	3	11	10	96	28	549	0	0	1
0.11	1	3	12	1	96	28	549	0	0	0
0.11	1	3	12	1	96	28	549	0	0	1
0.111	1	3	12	2	96	28	549	0	0	0
0.111	1	3	12	2	96	28	549	0	0	1
0.112	1	4	12	3	78	28	549	0	0	0
0.112	1	4	12	3	78	28	549	0	0	1
0.113	1	9	12	4	39	28	549	0	0	0
0.113	1	9	12	4	39	28	549	0	0	1
0.114	1	12	12	5	82	28	549	0	0	0
0.114	1	12	12	5	82	28	549	0	0	1
0.115	1	2	12	6	50	28	549	0	0	0
0.115	1	2	12	6	50	28	549	0	0	1
0.116	1	14	12	7	1	28	549	0	0	0
0.116	1	14	12	7	1	28	549	0	0	1
0.117	1	1	12	8	87	28	549	0	0	0
0.117	1	1	12	8	87	28	549	0	0	1
0.118	1	11	12	9	58	28	549	0	0	0
0.118	1	11	12	9	58	28	549	0	0	1
0.119	1	15	12	10	12	28	549	0	0	0
0.119	1	15	12	10	12	28	549	0	0	1
0.12	1	6	13	1	91	28	549	0	0	0
0.12	1	6	13	1	91	28	549	0	0	1
0.121	1	10	13	2	63	28	549	0	0	0
0.121	1	10	13	2	63	28	549	0	0	1
0.122	1	5	13	3	20	28	549	0	0	0
0.122	1	5	13	3	20	28	549	0	0	1
0.123	1	13	13	4	94	28	549	0	0	0
0.123	1	13	13	4	94	28	549	0	0	1
0.124	1	3	13	5	96	28	549	0	0	0
0.124	1	3	13	5	96	28	549	0	0	1
0.125	1	8	13	6	71	28	549	0	0	0
0.125	1	8	13	6	71	28	549	0	0	1
0.126	1	7	13	7	29	28	549	0	0	0
0.126	1	7	13	7	29	28	549	0	0	1
0.127	1	4	13	8	78	28	549	0	0	0
0.127	1	4	13	8	78	28	549	0	0	1
0.128	1	9	13	9	39	28	549	0	0	0
0.128	1	9	13	9	39	28	549	0	0	1
0.129	1	12	13	10	82	28	549	0	0	0
0.129	1	12	13	10	82	28	549	0	0	1
0.13	1	2	14	1	50	28	549	0	0	0
0.13	1	2	14	1	50	28	549	0	0	1
0.131	1	14	14	2	1	28	549	0	0	0
0.131	1	14	14	2	1	28	549	0	0	1
0.132	1	1	14	3	87	28	549	0	0	0
0.132	1	1	14	3	87	28	549	0	0	1
0.133	1	11	14	4	58	28	549	0	0	0
0.133	1	11	14	4	58	28	549	0	0	1
0.134	1	15	14	5	12	28	549	0	0	0
0.134	1	15	14	5	12	28	549	0	0	1
0.135	1	6	14	6	91	28	549	0	0	0
0.135	1	6	14	6	91	28	549	0	0	1
0.136	1	10	14	7	63	28	549	0	0	0
0.136	1	10	14	7	63	28	549	0	0	1
0.137	1	5	14	8	20	28	549	0	0	0
0.137	1	5	14	8	20	28	549	0	0	1
0.138	1	13	14	9	94	28	549	0	0	0
0.138	1	13	14	9	94	28	549	0	0	1
0.139	1	3	14	10	96	28	549	0	0	0
0.139	1	3	14	10	96	28	549	0	0	1
0.14	1	8	15	1	71	28	549	0	0	0
0.14	1	8	15	1	71	28	549	0	0	1
0.141	1	7	15	2	29	28	549	0	0	0
0.141	1	7	15	2	29	28	549	0	0	1
0.142	1	4	15	3	78	28	549	0	0	0
0.142	1	4	15	3	78	28	549	0	0	1
0.143	1	9	15	4	39	28	549	0	0	0
0.143	1	9	15	4	39	28	549	0	0	1
0.144	1	12	15	5	82	28	549	0	0	0
0.144	1	12	15	5	82	28	549	0	0	1
0.145	1	2	15	6	50	28	549	0	0	0
0.145	1	2	15	6	50	28	549	0	0	1
0.146	1	14	15	7	1	28	549	0	0	0
0.146	1	14	15	7	1	28	549	0	0	1
0.147	1	1	15	8	87	28	549	0	0	0
0.147	1	1	15	8	87	28	549	0	0	1
0.148	1	11	15	9	58	28	549	0	0	0
0.148	1	11	15	9	58	28	549	0	0	1
0.149	1	15	15	10	12	28	549	0	0	0
0.149	1	15	15	10	12	28	549	0	0	1
0.15	1	6	16	1	91	28	549	0	0	0
0.15	1	6	16	1	91	28	549	0	0	1
0.151	1	10	16	2	63	28	549	0	0	0
0.151	1	10	16	2	63	28	549	0	0	1
0.152	1	5	16	3	20	28	549	0	0	0
0.152	1	5	16	3	20	28	549	0	0	1
0.153	1	13	16	4	94	28	549	0	0	0
0.153	1	13	16	4	94	28	549	0	0	1
0.154	1	3	16	5	96	28	549	0	0	0
0.154	1	3	16	5	96	28	549	0	0	1
0.155	1	8	16	6	71	28	549	0	0	0
0.155	1	8	16	6	71	28	549	0	0	1
0.156	1	7	16	7	29	28	549	0	0	0
0.156	1	7	16	7	29	28	549	0	0	1
0.157	1	4	16	8	78	28	549	0	0	0
0.157	1	4	16	8	78	28	549	0	0	1
0.158	1	9	16	9	39	28	549	0	0	0
0.158	1	9	16	9	39	28	549	0	0	1
0.159	1	12	16	10	82	28	549	0	0	0
0.159	1	12	16	10	82	28	549	0	0	1
0.16	1	2	17	1	50	28	549	0	0	0
0.16	1	2	17	1	50	28	549	0	0	1
0.161	1	14	17	2	1	28	549	0	0	0
0.161	1	14	17	2	1	28	549	0	0	1
0.162	1	1	17	3	87	28	549	0	0	0
0.162	1	1	17	3	87	28	549	0	0	1
0.163	1	11	17	4	58	28	549	0	0	0
0.163	1	11	17	4	58	28	549	0	0	1
0.164	1	15	17	5	12	28	549	0	0	0
0.164	1	15	17	5	12	28	549	0	0	1
0.165	1	6	17	6	91	28	549	0	0	0
0.165	1	6	17	6	91	28	549	0	0	1
0.166	1	10	17	7	63	28	549	0	0	0
0.166	1	10	17	7	63	28	549	0	0	1
0.167	1	5	17	8	20	28	549	0	0	0
0.167	1	5	17	8	20	28	549	0	0	1
0.168	1	13	17	9	94	28	549	0	0	0
0.168	1	13	17	9	94	28	549	0	0	1
0.169	1	3	17	10	96	28	549	0	0	0
0.169	1	3	17	10	96	28	549	0	0	1
0.17	1	8	18	1	71	28	549	0	0	0
0.17	1	8	18	1	71	28	549	0	0	1
0.171	1	7	18	2	29	28	549	0	0	0
0.171	1	7	18	2	29	28	549	0	0	1
0.172	1	4	18	3	78	28	549	0	0	0
0.172	1	4	18	3	78	28	549	0	0	1
0.173	1	9	18	4	39	28	549	0	0	0
0.173	1	9	18	4	39	28	549	0	0	1
0.174	1	12	18	5	82	28	549	0	0	0
0.174	1	12	18	5	82	28	549	0	0	1
0.175	1	2	18	6	50	28	549	0	0	0
0.175	1	2	18	6	50	28	549	0	0	1
0.176	1	14	18	7	1	28	549	0	0	0
0.176	1	14	18	7	1	28	549	0	0	1
0.177	1	1	18	8	87	28	549	0	0	0
0.177	1	1	18	8	87	28	549	0	0	1
0.178	1	11	18	9	58	28	549	0	0	0
0.178	1	11	18	9	58	28	549	0	0	1
0.179	1	15	18	10	12	28	549	0	0	0
0.179	1	15	18	10	12	28	549	0	0	1
0.18	1	6	19	1	91	28	549	0	0	0
0.18	1	6	19	1	91	28	549	0	0	1
0.181	1	10	19	2	63	28	549	0	0	0
0.181	1	10	19	2	63	28	549	0	0	1
0.182	1	5	19	3	20	28	549	0	0	0
0.182	1	5	19	3	20	28	549	0	0	1
0.183	1	13	19	4	94	28	549	0	0	0
0.183	1	13	19	4	94	28	549	0	0	1
0.184	1	3	19	5	96	28	549	0	0	0
0.184	1	3	19	5	96	28	549	0	0	1
0.185	1	8	19	6	71	28	549	0	0	0
0.185	1	8	19	6	71	28	549	0	0	1
0.186	1	7	19	7	29	28	549	0	0	0
0.186	1	7	19	7	29	28	549	0	0	1
0.187	1	4	19	8	78	28	549	0	0	0
0.187	1	4	19	8	78	28	549	0	0	1
0.188	1	9	19	9	39	28	549	0	0	0
0.188	1	9	19	9	39	28	549	0	0	1
0.189	1	12	19	10	82	28	549	0	0	0
0.189	1	12	19	10	82	28	549	0	0	1
0.19	1	2	20	1	50	28	549	0	0	0
0.19	1	2	20	1	50	28	549	0	0	1
0.191	1	14	20	2	1	28	549	0	0	0
0.191	1	14	20	2	1	28	549	0	0	1
0.192	1	1	20	3	87	28	549	0	0	0
0.192	1	1	20	3	87	28	549	0	0	1
0.193	1	11	20	4	58	28	549	0	0	0
0.193	1	11	20	4	58	28	549	0	0	1
0.194	1	15	20	5	12	28	549	0	0	0
0.194	1	15	20	5	12	28	549	0	0	1
0.195	1	6	20	6	91	28	549	0	0	0
0.195	1	6	20	6	91	28	549	0	0	1
0.196	1	10	20	7	63	28	549	0	0	0
0.196	1	10	20	7	63	28	549	0	0	1
0.197	1	5	20	8	20	28	549	0	0	0
0.197	1	5	20	8	20	28	549	0	0	1
0.198	1	13	20	9	94	28	549	0	0	0
0.198	1	13	20	9	94	28	549	0	0	1
0.199	1	3	20	10	96	28	549	0	0	0
0.199	1	3	20	10	96	28	549	0	0	1
0.2	1	8	21	1	71	28	549	0	0	0
0.2	1	8	21	1	71	28	549	0	0	1
0.201	1	7	21	2	29	28	549	0	0	0
0.201	1	7	21	2	29	28	549	0	0	1
0.202	1	4	21	3	78	28	549	0	0	0
0.202	1	4	21	3	78	28	549	0	0	1
0.203	1	9	21	4	39	28	549	0	0	0
0.203	1	9	21	4	39	28	549	0	0	1
0.204	1	12	21	5	82	28	549	0	0	0
0.204	1	12	21	5	82	28	549	0	0	1
0.205	1	2	21	6	50	28	549	0	0	0
0.205	1	2	21	6	50	28	549	0	0	1
0.206	1	14	21	7	1	28	549	0	0	0
0.206	1	14	21	7	1	28	549	0	0	1
0.207	1	1	21	8	87	28	549	0	0	0
0.207	1	1	21	8	87	28	549	0	0	1
0.208	1	11	21	9	58	28	549	0	0	0
0.208	1	11	21	9	58	28	549	0	0	1
0.209	1	15	21	10	12	28	549	0	0	0
0.209	1	15	21	10	12	28	549	0	0	1
0.21	1	6	22	1	91	28	549	0	0	0
0.21	1	6	22	1	91	28	549	0	0	1
0.211	1	10	22	2	63	28	549	0	0	0
0.211	1	10	22	2	63	28	549	0	0	1
0.212	1	5	22	3	20	28	549	0	0	0
0.212	1	5	22	3	20	28	549	0	0	1
0.213	1	13	22	4	94	28	549	0	0	0
0.213	1	13	22	4	94	28	549	0	0	1
0.214	1	3	22	5	96	28	549	0	0	0
0.214	1	3	22	5	96	28	549	0	0	1
0.215	1	8	22	6	71	28	549	0	0	0
0.215	1	8	22	6	71	28	549	0	0	1
0.216	1	7	22	7	29	28	549	0	0	0
0.216	1	7	22	7	29	28	549	0	0	1
0.217	1	4	22	8	78	28	549	0	0	0
0.217	1	4	22	8	78	28	549	0	0	1
0.218	1	9	22	9	39	28	549	0	0	0
0.218	1	9	22	9	39	28	549	0	0	1
0.219	1	12	22	10	82	28	549	0	0	0
0.219	1	12	22	10	82	28	549	0	0	1
0.22	1	2	23	1	50	28	549	0	0	0
0.22	1	2	23	1	50	28	549	0	0	1
0.221	1	14	23	2	1	28	549	0	0	0
0.221	1	14	23	2	1	28	549	0	0	1
0.222	1	1	23	3	87	28	549	0	0	0
0.222	1	1	23	3	87	28	549	0	0	1
0.223	1	11	23	4	58	28	549	0	0	0
0.223	1	11	23	4	58	28	549	0	0	1
0.224	1	15	23	5	12	28	549	0	0	0
0.224	1	15	23	5	12	28	549	0	0	1
0.225	1	6	23	6	91	28	549	0	0	0
0.225	1	6	23	6	91	28	549	0	0	1
0.226	1	10	23	7	63	28	549	0	0	0
0.226	1	10	23	7	63	28	549	0	0	1
0.227	1	5	23	8	20	28	549	0	0	0
0.227	1	5	23	8	20	28	549	0	0	1
0.228	1	13	23	9	94	28	549	0	0	0
0.228	1	13	23	9	94	28	549	0	0	1
0.229	1	3	23	10	96	28	549	0	0	0
0.229	1	3	23	10	96	28	549	0	0	1
0.23	1	8	24	1	71	28	549	0	0	0
0.23	1	8	24	1	71	28	549	0	0	1
0.231	1	7	24	2	29	28	549	0	0	0
0.231	1	7	24	2	29	28	549	0	0	1
0.232	1	4	24	3	78	28	549	0	0	0
0.232	1	4	24	3	78	28	549	0	0	1
0.233	1	9	24	4	39	28	549	0	0	0
0.233	1	9	24	4	39	28	549	0	0	1
0.234	1	12	24	5	82	28	549	0	0	0
0.234	1	12	24	5	82	28	549	0	0	1
0.235	1	2	24	6	50	28	549	0	0	0
0.235	1	2	24	6	50	28	549	0	0	1
0.236	1	14	24	7	1	28	549	0	0	0
0.236	1	14	24	7	1	28	549	0	0	1
0.237	1	1	24	8	87	28	549	0	0	0
0.237	1	1	24	8	87	28	549	0	0	1
0.238	1	11	24	9	58	28	549	0	0	0
0.238	1	11	24	9	58	28	549	0	0	1
0.239	1	15	24	10	12	28	549	0	0	0
0.239	1	15	24	10	12	28	549	0	0	1
0.24	1	6	25	1	91	28	549	0	0	0
0.24	1	6	25	1	91	28	549	0	0	1
0.241	1	10	25	2	63	28	549	0	0	0
0.241	1	10	25	2	63	28	549	0	0	1
0.242	1	5	25	3	20	28	549	0	0	0
0.242	1	5	25	3	20	28	549	0	0	1
0.243	1	13	25	4	94	28	549	0	0	0
0.243	1	13	25	4	94	28	549	0	0	1
0.244	1	3	25	5	96	28	549	0	0	0
0.244	1	3	25	5	96	28	549	0	0	1
0.245	1	8	25	6	71	28	549	0	0	0
0.245	1	8	25	6	71	28	549	0	0	1
0.246	1	7	25	7	29	28	549	0	0	0
0.246	1	7	25	7	29	28	549	0	0	1
0.247	1	4	25	8	78	28	549	0	0	0
0.247	1	4	25	8	78	28	549	0	0	1
0.248	1	9	25	9	39	28	549	0	0	0
0.248	1	9	25	9	39	28	549	0	0	1
0.249	1	12	25	10	82	28	549	0	0	0
0.249	1	12	25	10	82	28	549	0	0	1
0.25	1	2	26	1	50	28	549	0	0	0
0.25	1	2	26	1	50	28	549	0	0	1
0.251	1	14	26	2	1	28	549	0	0	0
0.251	1	14	26	2	1	28	549	0	0	1
0.252	1	1	26	3	87	28	549	0	0	0
0.252	1	1	26	3	87	28	549	0	0	1
0.253	1	11	26	4	58	28	549	0	0	0
0.253	1	11	26	4	58	28	549	0	0	1
0.254	1	15	26	5	12	28	549	0	0	0
0.254	1	15	26	5	12	28	549	0	0	1
0.255	1	6	26	6	91	28	549	0	0	0
0.255	1	6	26	6	91	28	549	0	0	1
0.256	1	10	26	7	63	28	549	0	0	0
0.256	1	10	26	7	63	28	549	0	0	1
0.257	1	5	26	8	20	28	549	0	0	0
0.257	1	5	26	8	20	28	549	0	0	1
0.258	1	13	26	9	94	28	549	0	0	0
0.258	1	13	26	9	94	28	549	0	0	1
0.259	1	3	26	10	96	28	549	0	0	0
0.259	1	3	26	10	96	28	549	0	0	1
0.26	1	8	27	1	71	28	549	0	0	0
0.26	1	8	27	1	71	28	549	0	0	1
0.261	1	7	27	2	29	28	549	0	0	0
0.261	1	7	27	2	29	28	549	0	0	1
0.262	1	4	27	3	78	28	549	0	0	0
0.262	1	4	27	3	78	28	549	0	0	1
0.263	1	9	27	4	39	28	549	0	0	0
0.263	1	9	27	4	39	28	549	0	0	1
0.264	1	12	27	5	82	28	549	0	0	0
0.264	1	12	27	5	82	28	549	0	0	1
0.265	1	2	27	6	50	28	549	0	0	0
0.265	1	2	27	6	50	28	549	0	0	1
0.266	1	14	27	7	1	28	549	0	0	0
0.266	1	14	27	7	1	28	549	0	0	1
0.267	1	1	27	8	87	28	549	0	0	0
0.267	1	1	27	8	87	28	549	0	0	1
0.268	1	11	27	9	58	28	549	0	0	0
0.268	1	11	27	9	58	28	549	0	0	1
0.269	1	15	27	10	12	28	549	0	0	0
0.269	1	15	27	10	12	28	549	0	0	1
0.27	1	6	28	1	91	28	549	0	0	0
0.27	1	6	28	1	91	28	549	0	0	1
0.271	1	10	28	2	63	28	549	0	0	0
0.271	1	10	28	2	63	28	549	0	0	1
0.272	1	5	28	3	20	28	549	0	0	0
0.272	1	5	28	3	20	28	549	0	0	1
0.273	1	13	28	4	94	28	549	0	0	0
0.273	1	13	28	4	94	28	549	0	0	1
0.274	1	3	28	5	96	28	549	0	0	0
0.274	1	3	28	5	96	28	549	0	0	1
0.275	1	8	28	6	71	28	549	0	0	0
0.275	1	8	28	6	71	28	549	0	0	1
0.276	1	7	28	7	29	28	549	0	0	0
0.276	1	7	28	7	29	28	549	0	0	1
0.277	1	4	28	8	78	28	549	0	0	0
0.277	1	4	28	8	78	28	549	0	0	1
0.278	1	9	28	9	39	28	549	0	0	0
0.278	1	9	28	9	39	28	549	0	0	1
0.279	1	12	28	10	82	28	549	0	0	0
0.279	1	12	28	10	82	28	549	0	0	1
0.28	1	2	29	1	50	28	549	0	0	0
0.28	1	2	29	1	50	28	549	0	0	1
0.281	1	14	29	2	1	28	549	0	0	0
0.281	1	14	29	2	1	28	549	0	0	1
0.282	1	1	29	3	87	28	549	0	0	0
0.282	1	1	29	3	87	28	549	0	0	1
0.283	1	11	29	4	58	28	549	0	0	0
0.283	1	11	29	4	58	28	549	0	0	1
0.284	1	15	29	5	12	28	549	0	0	0
0.284	1	15	29	5	12	28	549	0	0	1
0.285	1	6	29	6	91	28	549	0	0	0
0.285	1	6	29	6	91	28	549	0	0	1
0.286	1	10	29	7	63	28	549	0	0	0
0.286	1	10	29	7	63	28	549	0	0	1
0.287	1	5	29	8	20	28	549	0	0	0
0.287	1	5	29	8	20	28	549	0	0	1
0.288	1	13	29	9	94	28	549	0	0	0
0.288	1	13	29	9	94	28	549	0	0	1
0.289	1	3	29	10	96	28	549	0	0	0
0.289	1	3	29	10	96	28	549	0	0	1
0.29	1	8	30	1	71	28	549	0	0	0
0.29	1	8	30	1	71	28	549	0	0	1
0.291	1	7	30	2	29	28	549	0	0	0
0.291	1	7	30	2	29	28	549	0	0	1
0.292	1	4	30	3	78	28	549	0	0	0
0.292	1	4	30	3	78	28	549	0	0	1
0.293	1	9	30	4	39	28	549	0	0	0
0.293	1	9	30	4	39	28	549	0	0	1
0.294	1	12	30	5	82	28	549	0	0	0
0.294	1	12	30	5	82	28	549	0	0	1
0.295	1	2	30	6	50	28	549	0	0	0
0.295	1	2	30	6	50	28	549	0	0	1
0.296	1	14	30	7	1	28	549	0	0	0
0.296	1	14	30	7	1	28	549	0	0	1
0.297	1	1	30	8	87	28	549	0	0	0
0.297	1	1	30	8	87	28	549	0	0	1
0.298	1	11	30	9	58	28	549	0	0	0
0.298	1	11	30	9	58	28	549	0	0	1
0.299	1	15	30	10	12	28	549	0	0	0
0.299	1	15	30	10	12	28	549	0	0	1
0.3	1	6	31	1	91	28	549	0	0	0
0.3	1	6	31	1	91	28	549	0	0	1
0.301	1	10	31	2	63	28	549	0	0	0
0.301	1	10	31	2	63	28	549	0	0	1
0.302	1	5	31	3	20	28	549	0	0	0
0.302	1	5	31	3	20	28	549	0	0	1
0.303	1	13	31	4	94	28	549	0	0	0
0.303	1	13	31	4	94	28	549	0	0	1
0.304	1	3	31	5	96	28	549	0	0	0
0.304	1	3	31	5	96	28	549	0	0	1
0.305	1	8	31	6	71	28	549	0	0	0
0.305	1	8	31	6	71	28	549	0	0	1
0.306	1	7	31	7	29	28	549	0	0	0
0.306	1	7	31	7	29	28	549	0	0	1
0.307	1	4	31	8	78	28	549	0	0	0
0.307	1	4	31	8	78	28	549	0	0	1
0.308	1	9	31	9	39	28	549	0	0	0
0.308	1	9	31	9	39	28	549	0	0	1
0.309	1	12	31	10	82	28	549	0	0	0
0.309	1	12	31	10	82	28	549	0	0	1
